1932,Lake Placid,Skating,"ROTTER, Emilia",HUN,Women,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,"ROTTER, Emilia",HUN,Women,Pairs,Bronze
1948,St.Moritz,Skating,"SCOTT, Barbara Ann",CAN,Women,Individual,Gold
1948,St.Moritz,Skating,"MORROW, Suzanne",CAN,Women,Pairs,Bronze
1948,St.Moritz,Skating,"KEKESSY, Andrea",HUN,Women,Pairs,Silver
1952,Oslo,Skating,"NAGY, Marianna",HUN,Women,Pairs,Bronze
1956,Cortina d'Ampezzo,Skating,"DAFOE, Frances",CAN,Women,Pairs,Silver
1956,Cortina d'Ampezzo,Skiing,"WHEELER, Lucile",CAN,Women,Downhill,Bronze
1956,Cortina d'Ampezzo,Skating,"NAGY, Marianna",HUN,Women,Pairs,Bronze
1960,Squaw Valley,Skating,"WAGNER, Barbara",CAN,Women,Pairs,Gold
1960,Squaw Valley,Skiing,"HEGGTVEIT, Anne",CAN,Women,Slalom,Gold
1964,Innsbruck,Skating,"BURKA, Petra",CAN,Women,Individual,Bronze
1964,Innsbruck,Skating,"WILKES, Debbi",CAN,Women,Pairs,Silver
1964,Innsbruck,Skating,"HAN, Pil Hwa",PRK,Women,3000M,Silver
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Giant Slalom,Gold
1968,Grenoble,Skiing,"GREENE, Nancy",CAN,Women,Slalom,Silver
1972,Sapporo,Skating,"MAGNUSSEN, Karen",CAN,Women,Individual,Silver
1976,Innsbruck,Skating,"PRIESTNER, Cathy",CAN,Women,500M,Silver
1976,Innsbruck,Skiing,"KREINER, Kathy",CAN,Women,Giant Slalom,Gold
1976,Innsbruck,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Bronze
1980,Lake Placid,Skating,"REGe_CZY, Krisztina",HUN,Women,Ice Dancing,Silver
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Downhill,Silver
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Giant Slalom,Gold
1980,Lake Placid,Skiing,"WENZEL, Hanni",LIE,Women,Slalom,Gold
1984,Sarajevo,Skiing,"KONZETT, Ursula",LIE,Women,Slalom,Bronze
1988,Calgary,Skating,"WILSON, Tracy",CAN,Women,Ice Dancing,Bronze
1988,Calgary,Skating,"MANLEY, Elizabeth",CAN,Women,Individual,Silver
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Downhill,Bronze
1988,Calgary,Skiing,"PERCY, Karen",CAN,Women,Super-G,Bronze
1988,Calgary,Skiing,"SVET, Mateja",YUG,Women,Slalom,Silver
1992,Albertville,Biathlon,"BEDARD, Myriam",CAN,Women,15KM,Bronze
1992,Albertville,Skating,"BRASSEUR, Isabelle",CAN,Women,Pairs,Bronze
1992,Albertville,Skating,"CUTRONE, Angela",CAN,Women,3000M Relay,Gold
1992,Albertville,Skating,"DAIGLE, Sylvie",CAN,Women,3000M Relay,Gold
1992,Albertville,Skating,"LAMBERT, Nathalie",CAN,Women,3000M Relay,Gold
